Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA015 Community marriage organization,Code: EA015 Community marriage organization,Description: EA015 Community marriage organization,Comment: EA015 Community marriage organization,Subcase: EA015 Community marriage organization,References: EA015 Community marriage organization,Focal Year: EA027 Kin terms for cousins,Code: EA027 Kin terms for cousins,Description: EA027 Kin terms for cousins,Comment: EA027 Kin terms for cousins,Subcase: EA027 Kin terms for cousins,References: EA027 Kin terms for cousins,CousinsDistinguished,Focal Year: EA024 Cousin marriages permitted: subtypes,Code: EA024 Cousin marriages permitted: subtypes,Description: EA024 Cousin marriages permitted: subtypes,Comment: EA024 Cousin marriages permitted: subtypes,Subcase: EA024 Cousin marriages permitted: subtypes,References: EA024 Cousin marriages permitted: subtypes,PermitFirstCousins,Focal Year: EA026 Cousin marriages preferred: subtypes,Code: EA026 Cousin marriages preferred: subtypes,Description: EA026 Cousin marriages preferred: subtypes,Comment: EA026 Cousin marriages preferred: subtypes,Subcase: EA026 Cousin marriages preferred: subtypes,References: EA026 Cousin marriages preferred: subtypes,PreferCrossCousins
Ethnographic Atlas,Serbs,Ch1,xd546,Serbs (Ch1),44,20,44,20,serb1264,Serbian,srp,Indo-European,1950,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,with special reference to the village of Orasac,Halpern(1957); Halpern(1956); Coon(1949); ,1950,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to the village of Orasac,Halpern(1957); Halpern(1956); Coon(1949); ,0,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Armenians,Ci10,xd575,Armenians (Ci10),40,45,40,45,nucl1235,Modern Armenian,hye,Indo-European,1900,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,Vicinity of Erevan,Kohler(1906); Klidschian(1911); Haxthausen(1854); Karst(1907-07); ,1900,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,Vicinity of Erevan,Kohler(1906); Klidschian(1911); Haxthausen(1854); Karst(1907-07); ,NA,1900,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,Vicinity of Erevan,Kohler(1906); Klidschian(1911); Haxthausen(1854); Karst(1907-07); ,0,1900,9,No preferred cousin marriage,,Vicinity of Erevan,Kohler(1906); Klidschian(1911); Haxthausen(1854); Karst(1907-07); ,0
Ethnographic Atlas,Walloons,Cg5,xd545,Walloons (Cg5),50,5,50,5,wall1255,Walloon,wln,Indo-European,1950,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Turney-High(1953); ,1950,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,,Turney-High(1953); ,0,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Anaguta,Ah9,xd336,Anaguta (Ah9),10,9,10,9,igut1238,Iguta,nar,Atlantic-Congo,1920,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Gunn(1953); Diamond(1964); ,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Gunn(1953); Diamond(1964); ,0,1920,7,Nonlateral marriage when evidence is available only for first cousins,,,Gunn(1953); Diamond(1964); ,0,1920,9,No preferred cousin marriage,,,Gunn(1953); Diamond(1964); ,0
Ethnographic Atlas,Lummi,Nb15,xd1074,Lummi (Nb15),48.84,-123.27,49,-123,lumm1243,Lummi,,Salishan,1880,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Suttles(1954); Curtis(1912); Stern(1934); ,1880,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Suttles(1954); Curtis(1912); Stern(1934); ,0,1880,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Suttles(1954); Curtis(1912); Stern(1934); ,0,1880,9,No preferred cousin marriage,,,Suttles(1954); Curtis(1912); Stern(1934); ,0
Ethnographic Atlas,Beni-Amer,Ca36,xd444,Beni Amer (Ca36),18,38,18,38,mans1267,Mansa',,Afro-Asiatic,1860,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Munzinger(1864); Paul(1950); Nadel(1945); ,,NA,Missing data,,,,NA,1860,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Munzinger(1864); Paul(1950); Nadel(1945); ,1,1860,4,FaBrDa is preferred spouse,,,Munzinger(1864); Paul(1950); Nadel(1945); ,0
Ethnographic Atlas,Riffians,Cd3,xd521,Riffians (Cd3),35,-4,35,-4,tari1263,Tarifit,rif,Afro-Asiatic,1920,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,Entirety: Moroccan,Moulieras(1895); Hart(1976); Coon(1931); Hart(1954); ,,NA,Missing data,,,,NA,1920,2,"Trilateral marriage, i.e., marriage allowed with any first cousin except an orthocousin or lineage mate",,Entirety: Moroccan,Moulieras(1895); Hart(1976); Coon(1931); Hart(1954); ,1,1920,9,No preferred cousin marriage,,Entirety: Moroccan,Moulieras(1895); Hart(1976); Coon(1931); Hart(1954); ,0
Ethnographic Atlas,Romanians,Ch10,xd547,Romanians (Ch10),45,26,45,26,baya1254,Bayash Romanian,,Indo-European,1910,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Cotlarciuc(1913); ,1910,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,,Cotlarciuc(1913); ,0,1910,7,Nonlateral marriage when evidence is available only for first cousins,,,Cotlarciuc(1913); ,0,1910,9,No preferred cousin marriage,,,Cotlarciuc(1913); ,0
Ethnographic Atlas,Plateau Tonga,Ac30,xd56,Plateau Tonga (Ac30),-18,28,-18,28,tong1318,Tonga (Zambia),toi,Atlantic-Congo,1940,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Jaspan(1953); Allan et al(1948); Colson(1960); Colson(1951); Colson(1950); ,1940,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Jaspan(1953); Allan et al(1948); Colson(1960); Colson(1951); Colson(1950); ,1,1940,3,Two of four first cousins marriageable,"But formerly 'duolateral' (code ""3"")",,Jaspan(1953); Allan et al(1948); Colson(1960); Colson(1951); Colson(1950); ,1,1940,9,No preferred cousin marriage,"But formerly 'a symmetrical cross-cousin' (code ""1"") was preferred spouse",,Jaspan(1953); Allan et al(1948); Colson(1960); Colson(1951); Colson(1950); ,0
Ethnographic Atlas,Abarambo,Ai27,xd356,Abarambo (Ai27),4,27,4,27,bara1361,Barambu,brm,Atlantic-Congo,1890,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Czekanowski(1924a); Nvs(1896); ,1890,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings","Based on a dubious report of a single term for ""cousin""",,Czekanowski(1924a); Nvs(1896); ,0,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Murriny Patha,Id7,xd782,Murinbata (Id7),-14,130,-14,130,murr1258,Murrinh-Patha,mwf,Southern Daly,1940,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Falkenberg(1962); ,1940,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Falkenberg(1962); ,1,1940,6,Nonlateral marriage in which all first cousins and some but not all second cousins are forbidden as spouses,,,Falkenberg(1962); ,0,1940,5,A second-cousin is preferred spouse,,,Falkenberg(1962); ,0
Ethnographic Atlas,Niueans,Ii9,xd888,Niueans (Ii9),-19.05,-169.86,-19,-169,niue1239,Niuean,niu,Austronesian,1840,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Loeb(1926a); ,1840,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Loeb(1926a); ,0,1840,5,Nonlateral marriage in which unions are forbidden with any first cousin but are permitted with any second cousin (or at least any who is not a lineage mate),,,Loeb(1926a); ,0,1840,9,No preferred cousin marriage,,,Loeb(1926a); ,0
Ethnographic Atlas,Kombe,Ig17,xd849,Koobe (Ig17),-4.67,149.53,-5,149,mudu1242,Muduapa,wiv,Austronesian,1950,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Goodenough(1954b); ,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Goodenough(1954b); ,1,1950,3,Two of four first cousins marriageable,,,Goodenough(1954b); ,1,1950,9,No preferred cousin marriage,,,Goodenough(1954b); ,0
Ethnographic Atlas,Kanuri,Cb19,xd468,Kanuri (Cb19),12,13,12,13,mang1399,Manga Kanuri,kby,Saharan,1870,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Cohen(1967); Cohen(1961); Cohen(1960); Schultze(1913); Nachtigal(1879-81); Denham and Clapperton(1826); ,,NA,Missing data,,,,NA,1870,2,"Trilateral marriage, i.e., marriage allowed with any first cousin except an orthocousin or lineage mate",Marriage is forbidden with a MoSiDa,,Cohen(1967); Cohen(1961); Cohen(1960); Schultze(1913); Nachtigal(1879-81); Denham and Clapperton(1826); ,1,1870,9,No preferred cousin marriage,Marriage is forbidden with a MoSiDa,,Cohen(1967); Cohen(1961); Cohen(1960); Schultze(1913); Nachtigal(1879-81); Denham and Clapperton(1826); ,0
Ethnographic Atlas,Wichita,Nf5,xd1239,Wichita (Nf5),34,-98,34,-98,wich1260,Wichita,wic,Caddoan,1860,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Curtis(1930); Dorsey(1904a); Schmitt(1952); Schmitt and Schmitt(1953); ,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Curtis(1930); Dorsey(1904a); Schmitt(1952); Schmitt and Schmitt(1953); ,0,1860,7,Nonlateral marriage when evidence is available only for first cousins,,,Curtis(1930); Dorsey(1904a); Schmitt(1952); Schmitt and Schmitt(1953); ,0,1860,9,No preferred cousin marriage,,,Curtis(1930); Dorsey(1904a); Schmitt(1952); Schmitt and Schmitt(1953); ,0
Ethnographic Atlas,Buduma,Cb5,xd482,Buduma (Cb5),13,15,13,15,budu1265,Buduma,bdm,Afro-Asiatic,,NA,Missing data,,,,1910,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Bouillé(1937); Talbot(1911); Lebeuf(1959); ,1,1910,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Bouillé(1937); Talbot(1911); Lebeuf(1959); ,1,1910,9,No preferred cousin marriage,,,Bouillé(1937); Talbot(1911); Lebeuf(1959); ,0
Ethnographic Atlas,Kasonke,Ag23,xd259,Kasonke (Ag23),13,-11,13,-11,xaas1235,Xaasongaxango,kao,Mande,,NA,Missing data,,,,,NA,Missing data,,,,NA,1910,3,Two of four first cousins marriageable,Inferred from statement that marriage is forbidden with a parallel cousin,,Monteil(1915); ,1,1910,9,No preferred cousin marriage,Inferred from statement that marriage is forbidden with a parallel cousin,,Monteil(1915); ,0
Ethnographic Atlas,Syrians,Cj1,xd586,Syrians (Cj1),36,36,36,36,nort3140,North Lebanese Arabic,,Afro-Asiatic,1950,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to the village of Tell Toqaan,Sweet(1960); ,1950,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,with special reference to the village of Tell Toqaan,Sweet(1960); ,NA,1950,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,with special reference to the village of Tell Toqaan,Sweet(1960); ,1,1950,4,FaBrDa is preferred spouse,,with special reference to the village of Tell Toqaan,Sweet(1960); ,0
Ethnographic Atlas,Aimol,Ei11,xd698,Aimol (Ei11),25,94,25,94,aimo1244,Aimol,aim,Sino-Tibetan,1910,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Shakespear(1912); Bose(1936); Needham(1960); ,1910,8,"Mixed or variant patterns not adequately represented by any of the foregoing symbols. The details are given under ""Classification by Clusters.""",Apparently Hawaiian except for marriageable cross-cousins,,Shakespear(1912); Bose(1936); Needham(1960); ,NA,1910,4,One of four first cousins marriageable,,,Shakespear(1912); Bose(1936); Needham(1960); ,1,1910,2,MoBrDa is preferred spouse,,,Shakespear(1912); Bose(1936); Needham(1960); ,1
Ethnographic Atlas,Bannock,Nd63,xd1200,Bannock (Nd63),43,-112,43,-112,bann1248,Bannock,,Uto-Aztecan,1860,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,with special reference to the Eastern Bannock,Murphy and Murphy(1960); Steward(1943); Lowie(1930); ,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to the Eastern Bannock,Murphy and Murphy(1960); Steward(1943); Lowie(1930); ,0,1860,7,Nonlateral marriage when evidence is available only for first cousins,,with special reference to the Eastern Bannock,Murphy and Murphy(1960); Steward(1943); Lowie(1930); ,0,1860,9,No preferred cousin marriage,,with special reference to the Eastern Bannock,Murphy and Murphy(1960); Steward(1943); Lowie(1930); ,0
Ethnographic Atlas,Hebrews,Cj3,xd589,Hebrews (Cj3),32,35,32,35,hebr1245,Hebrew,heb,Afro-Asiatic,-800,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Bright(1959); Patai(1961); DeVaux(1961); Forbes(1964); Dalman(1932); Noth(1966); Holy_Bible(nd); Balyn(1957); ,-800,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,,Bright(1959); Patai(1961); DeVaux(1961); Forbes(1964); Dalman(1932); Noth(1966); Holy_Bible(nd); Balyn(1957); ,0,-800,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Bright(1959); Patai(1961); DeVaux(1961); Forbes(1964); Dalman(1932); Noth(1966); Holy_Bible(nd); Balyn(1957); ,1,-800,4,FaBrDa is preferred spouse,,,Bright(1959); Patai(1961); DeVaux(1961); Forbes(1964); Dalman(1932); Noth(1966); Holy_Bible(nd); Balyn(1957); ,0
Ethnographic Atlas,Garo,Ei1,xd696,Garo (Ei1),26,91,26,91,garo1247,Garo,grt,Sino-Tibetan,1900,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,Rengsanggr,Playfair(1909); Burling(1963); ,1900,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,Rengsanggr,Playfair(1909); Burling(1963); ,1,1900,3,Two of four first cousins marriageable,,Rengsanggr,Playfair(1909); Burling(1963); ,1,1900,2,MoBrDa is preferred spouse,,Rengsanggr,Playfair(1909); Burling(1963); ,1
Ethnographic Atlas,Gurma,Ag45,xd283,Gurma (Ag45),12,2,12,2,gour1243,Gourmanchéma,gux,Atlantic-Congo,1930,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,with special reference to those in the Diapaga region,Cartry(1966); Castinel(1945); Menjaud(1932); ,1930,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,with special reference to those in the Diapaga region,Cartry(1966); Castinel(1945); Menjaud(1932); ,1,1930,7,Nonlateral marriage when evidence is available only for first cousins,,with special reference to those in the Diapaga region,Cartry(1966); Castinel(1945); Menjaud(1932); ,0,1930,9,No preferred cousin marriage,,with special reference to those in the Diapaga region,Cartry(1966); Castinel(1945); Menjaud(1932); ,0
Ethnographic Atlas,Mangbetu,Ai11,xd339,Mangbetu (Ai11),3,28,3,28,nucl1420,Nuclear Mangbetu,,Central Sudanic,1900,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Czekanowski(1924j); Van Overbergh(1909); Hutereau(1909); ,1900,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Czekanowski(1924j); Van Overbergh(1909); Hutereau(1909); ,0,1900,7,Nonlateral marriage when evidence is available only for first cousins,,,Czekanowski(1924j); Van Overbergh(1909); Hutereau(1909); ,0,1900,9,No preferred cousin marriage,,,Czekanowski(1924j); Van Overbergh(1909); Hutereau(1909); ,0
Ethnographic Atlas,Spanish Basques,Ce8,xd535,Spanish Basques (Ce8),43,-2,43,-2,west1508,Western Low Navarrese,,Basque,1934,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to the village of Vera,Douglass(1967); Caro Baroja(1944); ,1934,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the village of Vera,Douglass(1967); Caro Baroja(1944); ,0,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Caribou Inuit,Na21,xd1038,Caribou Eskimo (Na21),63,-96,63,-96,cari1277,Caribou Eskimo,,Eskimo-Aleut,1900,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Rasmusen(1930); Birket-Smith(1929); ,1900,8,"Mixed or variant patterns not adequately represented by any of the foregoing symbols. The details are given under ""Classification by Clusters.""","One term for paternal cousins, another for maternal cousins",,Rasmusen(1930); Birket-Smith(1929); ,NA,1900,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Rasmusen(1930); Birket-Smith(1929); ,0,1900,9,No preferred cousin marriage,,,Rasmusen(1930); Birket-Smith(1929); ,0
